null_rep	AC_spectrum_cosine	AC_distance_w1	BC_spectrum_cosine	BC_distance_w1
143	0.6068377260846219	0.1864115399108451	0.5572910168113003	0.15289234903770776
144	0.5996197644799598	0.1858439535442828	0.5506195608207242	0.15232829148149063
145	0.5996237306659616	0.19913531091772782	0.549166189579061	0.16561953229832158
146	0.6114740867984391	0.17557176183258014	0.5619272901262055	0.142056260851675
147	0.5943172020425346	0.17303802817019248	0.5435843321070082	0.13952275098262926
148	0.6081993561912823	0.18861066335003343	0.5590251206874803	0.15509455027194707
149	0.5993880155544441	0.1897482445828308	0.5499855786917266	0.15623105789161432
150	0.605703976374412	0.18888057881979234	0.5561100916774748	0.15534539724365157
151	0.5993772717288064	0.18787737722854816	0.5484552135248674	0.15436012180505734
152	0.6057673448674699	0.19276689246646025	0.5568362552026479	0.1592498474114143
153	0.5881110994059843	0.1855932535824143	0.5374912711569951	0.15207546393762073
154	0.5956638765947473	0.1845477991123318	0.5460375317662567	0.15103114821395505
155	0.5946123449463084	0.1926752033173597	0.5446494211807387	0.15915947121308308
156	0.6086608759739666	0.19681575429604828	0.559465857974129	0.16330016781430032
157	0.5941897421947238	0.20037183708907336	0.5443415390186588	0.16685616085060298
158	0.6162573004445191	0.18705047380812537	0.5671929599718236	0.15353346419358643
159	0.5969847196353908	0.1971135985963801	0.5470440827474782	0.1635976101687938
160	0.6028087805579048	0.18386233408481645	0.5525725436567066	0.1503462807825432
161	0.599538989594149	0.18931444824397392	0.5496423002165753	0.15579910021397878
162	0.6048566245139192	0.18993682662311953	0.5549812064178394	0.15642102538809421
163	0.6147936316353023	0.19493552344711562	0.5657297302882903	0.1614203071539579
164	0.5995548913925682	0.19124216194701776	0.550064639232958	0.15772154359923757
165	0.5963697556042697	0.19076126140193583	0.5462510011209915	0.15724401117010567
166	0.6021189021461999	0.1868129907046175	0.5532898971283886	0.1532972700263161
167	0.6061748460899246	0.18729698967200223	0.5569294105325361	0.15378174638566947
168	0.6014826310899191	0.17721136813631805	0.5518395981095118	0.14369583452370507
169	0.603137976301323	0.17812560280780057	0.5534608657388778	0.1446052803058838
