null_rep,mean_normalized_projector_overlap,median_normalized_projector_overlap
606,0.05616346613007477,0.055965573639122176
607,0.056131844199649436,0.055905587753110796
608,0.05618850545885216,0.05611397821466106
609,0.05613213806147101,0.05593586531293272
610,0.0562838756428977,0.056205125307175016
611,0.056201411562648344,0.05600564961530236
612,0.0563196364203358,0.05619718100281236
613,0.056225610579573634,0.056142969577914356
614,0.056087334705705795,0.05598845809660148
615,0.056335559221532695,0.05625441838953247
616,0.05625337854145776,0.05613827527122253
617,0.056168386155734364,0.05603959498695824
618,0.05622029043106335,0.05604702001134868
619,0.05623514954744738,0.05604626523492598
620,0.0563273786724261,0.05625199993802867
621,0.05625120427918544,0.05614007025205915
622,0.05610253165689189,0.05594872490558349
623,0.05616872568243746,0.056104217632683175
624,0.05602765073272109,0.05585044843454974
625,0.05623760351453395,0.05611086262729492
626,0.05627417146649637,0.05613226210828236
627,0.05610953616308619,0.055975726189632716
628,0.05617773573354229,0.0561403649686085
629,0.05616923961901627,0.05599335457689277
630,0.05616371945017801,0.056046965942314515
631,0.056236193948550624,0.05611787872925644
632,0.0562252465436551,0.05609930625742397
633,0.05616733672904501,0.05603583669019356
634,0.05619557210313002,0.05608225790556121
635,0.05611822900930735,0.05596144410035718
636,0.05623496705469984,0.05610994011060387
637,0.05613635620210087,0.05603246147113461
638,0.05620597201775251,0.05611022268378113
639,0.056211996797825854,0.056146170338891715
640,0.056235848251245495,0.05607239326485234
641,0.05616018363341399,0.05603279088306727
642,0.05614967287787286,0.055992115522980695
643,0.056101039905109194,0.05597881399157997
644,0.056187511023903326,0.05600534871584527
645,0.0561360865243334,0.05608258957799826
646,0.0562732707303341,0.0561788523497925
647,0.056171175769613155,0.05609355758933964
648,0.056089946519173914,0.05601626825157765
649,0.056078963575965514,0.05601206109164198
650,0.05611105335649652,0.055982303987869075
651,0.05620874746871685,0.055971210777178704
652,0.05610393387250986,0.05600334675274761
653,0.05610007379333785,0.056001077491039664
654,0.0562560455886428,0.056140116178955465
655,0.056268532524448384,0.056194348366336765
656,0.0562551505199381,0.056126666551817195
657,0.056149549420244964,0.055944601299791175
658,0.05630181500994259,0.05620857777633433
659,0.05613315106940075,0.05606279209681829
660,0.056305027163193355,0.056187783307501925
661,0.056197882313239474,0.055968872331893814
662,0.05627115842555182,0.05612802379784365
663,0.05621951221854073,0.056111487709146084
664,0.05604403944495012,0.05589672940473675
665,0.05613608128118714,0.05590077765028274
666,0.05627106955416398,0.05619272519520248
667,0.05612280513844454,0.05592775873048486
668,0.056106565960396745,0.05598951253895678
669,0.05614350539932994,0.05598020674281869
670,0.05616097367254111,0.056105479403375604
671,0.05606314998164706,0.05595290014639636
672,0.05615274280435052,0.056157060818952304
673,0.05611208319009216,0.05598972740068384
674,0.05624650132834558,0.05602306287730081
675,0.056113775850900605,0.055914231677484307
676,0.0562199972418858,0.05602994764919472
677,0.05630270512159641,0.05616765494553297
678,0.05607423667251929,0.05608278491485674
679,0.056134604408264295,0.0559821993280379
680,0.056226179463801505,0.05608781855797074
681,0.056058646785902645,0.055916432143232025
682,0.05619796145608295,0.056089360534961705
683,0.05624119895391273,0.05616475180482638
684,0.05621594195052147,0.05605178705986736
685,0.05622528606948114,0.05609790707257806
686,0.05622903673917468,0.056103708601819034
687,0.05624757567997943,0.05609722139611216
688,0.056145368868650646,0.05604513073970299
689,0.056304509060492024,0.056109736180798175
690,0.05622049302601723,0.056005708108630134
691,0.05621144818902062,0.056002861371613394
