resample,n_samples,n_gcb,n_abc,overlap_fraction_with_frozen16,panel,null_panel,coupling_mean,coupling_median,coupling_max,topP_abs_fraction
174,280,146,134,0.3125,DHRS9|PTPN20|HSF5|ZNF385B|ASB5|DNER|TCL1A|KCCAT333|LOC613266|RNF183|RGS13|PROK2|FSTL5|KRT6A|KRT5|LIN28B,ZYG11A|TSPAN8|LOC101927811|LINC01021|CCL17|MAGEA6///MAGEA3|HLA-DQB1|SCARA5|LEP|KCNK12|ELOVL7|LINC01268|TCL1B|PNMAL1|PKHD1L1|ZPBP2,0.05826897877237836,0.05671654248205575,0.11469437067814219,0.40652778262812556
175,280,146,134,0.1875,ARNT2|KRT14|TCL1A|CYP26A1|MAGEA6|KRT13|CRYBA4|EML6|C17orf99|CXCL8|CTAG2|MMP1|PROK2|LOC101930114|KRT6A|KCNN3,KRT13|PKHD1L1|CLGN|CTCFL|MT1M|CHI3L1|OVAAL|KDM5D|SCARA5|LOC101930114|UMODL1|IL17RB|KCNN3|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|CETP|SFTA3,0.058284920447496044,0.05669168482856693,0.10437379760855608,0.4110548122469479
176,280,146,134,0.1875,RASSF6|BEX2|ZNF711|LOC283454///HRK|MYL1|SMPX|PDZRN4|SLN|CA3|KRT13|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|MYOCD|ZNF257|EPHA4|HTR3A|PROM1,CENPV|LRRN1|STXBP6|HLA-DQA1|H2AFB1///H2AFB2///H2AFB3|IL17RB|CCL20|TCL1A|XIST|SAA2-SAA4///SAA2///SAA1|SNX29P1///SNX29P2|PTPN12|PRAME|LINC01297|HAGLROS|LOC101929141///CCDC144CP///CCDC144B///CCDC144A,0.05820747115140269,0.05669823969444662,0.10539028854288547,0.4107360950744167
177,280,146,134,0.0625,FCER2|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|FSTL5|LRRN1|LOC105375172|RGS13|VSNL1|LOC102724689|SAA2-SAA4///SAA2///SAA1|RPS4Y1|MUC16|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|EPHB1|DNAH8|LILRA4|LINC01021,ASB5|PROK2|LINC00877|SDR16C5|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|ZNF883|MMP7|IGLJ3///CKAP2|ICOS|SPRR1B|MYOCD|ADIRF|MAGEB2|WISP2|TREM1|SNORD3D///SNORD3C///SNORD3B-2///SNORD3A///SNORD3B-1,0.05832128821867663,0.05806571819408535,0.10696382790877039,0.4059807633804791
178,280,146,134,0.25,MYOT|LINC01619|LILRA4|HTR3A|LOC613266|LOC105372840|DNER|LOC283454///HRK|SUSD5|CLIP2|LOC101927820|NFE4|UMODL1|CTAG2|SOX2-OT|ZNF711,HMCN1|ORM1|LEP|CILP|KRT6A|PKHD1L1|DAPL1|TCL1B|EIF1AY|LOC283454///HRK|TXLNGY|RGS13|LHX8|OLFM4|CXCL6|RSPH1,0.05830042464315065,0.05782648051951644,0.11105553435911608,0.4019935513631466
179,280,146,134,0.0625,LINC01021|NMU|CXCL6|EYA2|MMP3|FSTL5|TNFRSF17|TCL1B|CD1C|GPM6A|FAM167A-AS1|CCR10|LOC105372840|BTBD16|PXDNL|SUGCT,NLRP11|HLA-DQA1|NPIPA5///NPIPB5///NPIPB11///NPIPB8///LOC613037///NPIPB4///NPIPB3|TFPI2|INHBA|LOC102724689|MMP12|STEAP2|NMU|EYA2|C17orf99|TCF24|LOC101930415|C3orf67|C7orf57|SOX9,0.058258776523861154,0.057526829353921935,0.10378867577707683,0.41154763603623756
180,280,146,134,0.3125,LOC105375172|KCCAT333|RNF183|TMEM52B|PITX1|DNAH8|SPIC|LOC283454///HRK|GPM6A|EPHB1|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|ITIH3|CPXM1|CRYBA4|MUC16|CCL17,KRT6A|PITX1|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|CCR10|XK|PNMAL1|KDM5D|PKHD1L1|ZNF883|ELOVL7|MAGEA1|MAGEB2|HIST1H3B|AQP9|CXCL14|VPREB3,0.058287978399143694,0.05750682388404907,0.11052738794252322,0.4073566629313635
181,280,146,134,0.1875,MAGEA1|FAM3B|CCL17|UMODL1|IGK///IGKC|MYBPC1|IL12B|NOL4|DNAH8|CKAP2///IGLC1|LIN28B|MAGEA6|C17orf99|MMP13|TCL1A|SYT17,AP3D1|KCCAT333|TNFRSF17|DNAH8|NPIPA5///NPIPB5///NPIPB11///NPIPB8///LOC613037///NPIPB4///NPIPB3|CTGF|UMODL1|PRAME|ASMT|LOC100509457///HLA-DQA1|TFPI2|ZNF257|LINC01021|HEPACAM2|BIK|PNMAL1,0.05825882695328664,0.056886652317765504,0.1083956926416573,0.4031670033357328
182,280,146,134,0.0625,LECT2|LILRA3|LILRA4|FCER2|ASZ1|DHRS9|IGHD|HAGLROS|TCL1B|LOC105375172|ZNF385B|FOXG1|ITIH3|CRYBA4|ADIRF|EPCAM,LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|LOC101929272|CILP|C15orf48|LOC101930415|EPCAM|LOC283454///HRK|LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1|XK|ADIRF|CPXM1|FCGR3B///FCGR3A|UBASH3A|BEX2|SDR16C5|UGT2B17,0.05829075084040172,0.056825650090519715,0.11948531492558044,0.3963675962714461
183,280,146,134,0.1875,XIRP2|CSRP3|MMP12|DNER|MMP20|C12orf77|CCL17|ICOS|PCSK1|NLRP7|FCER2|LOC283454///HRK|SLN|CXCL6|HLF|SFRP4,PKHD1L1|MYH1|TNFRSF17|LINC01102|USP9Y|ASB5|C12orf77|FAR2P3///FAR2P2|SCARA5|LOC102724689|CXCL14|MT1M|DNER|FCER2|TXLNGY|GOLIM4,0.05829547506469236,0.056904409036871065,0.0949509894098745,0.4073146945506796
184,280,146,134,0.3125,DNAH8|UMODL1|RGS13|HTR3A|LECT2|ZNF711|MAGEA1|LINC01021|EML6|SDR16C5|LOC283454///HRK|RASSF6|SFTA2|EPHB1|SPIC|MUC16,GTSF1|C17orf99|LOC101930067|LINC01102|LOC283454///HRK|LMO2|HAGLROS|S100A8|CLGN|HTR2B|LINC01021|EYA2|FCRL4|DNAH8|OLFM4|ASPN,0.05824787410700699,0.056419303001828444,0.11573348816469259,0.410326379403272
185,280,146,134,0.125,ASMT|KCCAT333|HLA-DQA1|CETP|DNAH8|ITIH3|UGT2B17|MMP1|MMP3|ASZ1|HLF|FDCSP|ADIRF|DAPL1|ICOS|MMP20,HIST1H1B|HEPACAM2|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|LOC101930067|LOC100130744|AICDA|GTSF1|SAXO2|CPXM1|TMEM71|CXCL8|KCCAT333|LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1|TFPI2|CCL22|HIST1H3B,0.058253904303172496,0.05754560742823321,0.10807604655975955,0.40241292762816105
186,280,146,134,0.0625,SPIC|DAPL1|ZNF876P|FCER2|PITX1|EPHB1|LOC613266|HLA-DQA1|SDR16C5|LOC105372840|GJB2|TNFRSF17|ORM2///ORM1|FAM30A|LYPD6B|ORM1,RSPH1|VPREB3|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|EPCAM|PRAME|CTCFL|WISP2|CCDC110|SFTA3|CCL21|LINC00487|CD1C|H2AFB1///H2AFB2///H2AFB3|SCARA5|LINC01268|LOC105375172,0.05825499085757197,0.05799074293737315,0.12256016185818362,0.39158515219518947
187,280,146,134,0.1875,KCCAT333|HBA2///HBA1|LILRA3|CCL22|HTR3A|EPCAM|GPM6A|SPRR1B|UBASH3A|MMP1|UGT2B4|FSTL5|C15orf48|PLA2G2D|NPIPA5///NPIPB6///NPIPB8///NPIPB3|DNER,FAM167A-AS1|LOC101930114|TPSB2|ITIH3|TCL1B|CRNDE|KCNK12|KDM5D|LILRA3|P2RY12|HIST1H3B|LOC101927811|KLRC2///KLRC1|SPIC|CCL17|ZPBP2,0.05831900846982463,0.058536638252300564,0.10387960859397244,0.3972982609874403
188,280,146,134,0.375,DNER|PCSK1|DNAH8|FOXG1|MMP20|TCL1B|CYS1|LOC105372840|TCL1A|EML6|HTR3A|LINC01021|MYOCD|CPXM1|JCHAIN|LOC101929272,FCAMR|EPHA4|HMCN1|ZNF385B|VSIG4|EPYC|CNTN3|TRPM4|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|SUGCT|NMU|NLRP4|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1|MAGEB2|C4orf22,0.05829596468722621,0.05805133507028486,0.12048041509975863,0.3953618222734296
189,280,146,134,0.125,RNF183|KRT14|HLF|KRT5|LILRA4|CD1C|KRT6A|LECT2|ASMT|MUC16|NMU|MMP1|UMODL1|FAR2P3///FAR2P2|MYOT|GJB2,EPYC|CCR6|MGST1|AICDA|TSIX|IGK///IGKC|ZNF711|KRT5|HAGLROS|AQP9|NLRP11|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|FDCSP|CTAG1A///CTAG1B|PCSK1|TRIM59///IFT80,0.05832137759484077,0.05725916413021685,0.09856653272161915,0.41225302427486965
190,280,146,134,0.25,MYOT|PITX1|ASZ1|TCL1B|TCL1A|KCNN3|RYR1|MAGEA6///MAGEA3|CCL21|LOC105375172|CTAG2|SYT17|LYPD6B|MMP20|CTAG1A///CTAG1B|HSF5,SUGCT|CXCL6|KDM5D|CCL17|GJB2|TSIX|CILP|LOC101930415|CTTNBP2|SH3GL2|MT1M|MAL2|LILRA4|AICDA|AP3D1|CPXM1,0.05827691554161558,0.057131369760049386,0.11421100168760887,0.38805989804454266
191,280,146,134,0.3125,TCL1A|UMODL1|MUC16|BTBD16|EYA2|ICOS|PRCAT47|RGS13|SPIC|COL11A1|DNER|IL12B|ASZ1|PROK2|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|MMP1,PABPC5|HLF|UMODL1|KDM5D|ORM2///ORM1|HSF5|BEX2|SEC31B|LINC01021|CCL17|PITX1|IGKV1OR2-108|HTR3A|NMU|PKHD1L1|DPEP2,0.058277615751361506,0.056332329303212816,0.10451474715375189,0.39761738730994645
192,280,146,134,0.3125,DNER|LOC283454///HRK|LILRA3|SPIC|ITIH3|FCRLB|RAB25|GKN1|SYT17|UMODL1|KCCAT333|GPM6A|GPAT3|KRT14|ORM2///ORM1|C4orf22,FSTL5|STXBP6|KDM5D|PITX1|KCCAT333|MMP3|SPIC|CTAG1A///CTAG1B|PXDNL|UGT2B17|RASSF6|ADIRF|AICDA|MIS18BP1|LOC101929272|CRNDE,0.0582796238698547,0.05738238854398537,0.11166873207749713,0.40093943105422447
193,280,146,134,0.25,TCL1A|UMODL1|EYA2|LOC283454///HRK|FOXG1|BIK|NLRP11|LOC102724689|RGS13|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|LINC01405|TRPM4|IL12B|ZNF711|P2RY12|CD24,IL17RB|SFTA3|LOC283454///HRK|LOC101929272|SOX8|IL12B|LOC102723648|PXDNL|KRT13|ANKRD36BP2|LINC01268|CTCFL|FAM111B|VSIG4|LOC440864///MSH6|SERPINA9,0.0582787344921784,0.05773826529008069,0.10873828983760438,0.40152262817563833
194,280,146,134,0.1875,RGS13|LINC00996|MUC16|UMODL1|KCCAT333|HTN3|SFTA3|PABPC5|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|HTR3A|FHOD3|MMP3|LHX8|PXDNL|LGALS2|ZNF711,TCL1A|FSTL5|TSPAN8|CXCL6|LOC102724689|LRP1B|SUSD5|KCCAT333|EPCAM|NME8|LOC283454///HRK|NPY1R|MMP3|ORM2///ORM1|SPINK2|HLA-DQB1,0.0582869494415678,0.05668149612612983,0.11029709012113295,0.4093864623062123
195,280,146,134,0.1875,EPHB1|FHOD3|CCL17|CCR10|PXDNL|PNMAL1|MYOCD|MMP3|FAM167A-AS1|LINC01405|DNAH8|TCL1A|NMU|P2RY12|PDZRN4|CTAG2,CCDC110|SOX2-OT|XIRP2|PLA2G2A|AQP9|PITX1|FSTL5|GJB2|CPXM1|NPIPA5///NPIPB5///NPIPB11///NPIPB8///LOC613037///NPIPB4///NPIPB3|LOC101929272|LOC440864///MSH6|EPCAM|SOX8|HLA-DQA1|HSF5,0.05833234657950086,0.05645782749570581,0.1051701957724613,0.4145776428874304
196,280,146,134,0.25,MMP13|MMP20|KRTDAP|MMP3|LOC283454///HRK|LYPD6B|BTBD16|RGS13|KCNN3|UMODL1|KRT14|DHRS9|CCDC110|LILRA3|MMP1|H2AFB1///H2AFB2///H2AFB3,HMCN1|USP9Y|NCKAP5|NLRP11|UHMK1|EIF1AY|ZPBP2|COL11A1|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|OVAAL|CTAG1A///CTAG1B|LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1|CCL22|TCL1A|EYA2|LOC100509457///HLA-DQA1,0.05829074472822231,0.05781022546197893,0.12404037195890208,0.4106788187947292
197,280,146,134,0.25,DAPL1|LOC105375172|SYT17|EML6|MUC16|USP9Y|UMODL1|IGK///IGKC|HTR3A|ASZ1|LGSN|JCHAIN|SPIC|HEPACAM2|CHIT1|FCAMR,BEX2|CTAG1A///CTAG1B|KLRC2///KLRC1|NPY1R|TXLNGY|IBSP|ORM2///ORM1|TMEM71|ZNF876P|MYBPC1|HMCN1|ZYG11A|CXCL14|CPXM1|C17orf99|SOST,0.05829345850607816,0.057062350622447654,0.10526596297165909,0.3886893361841356
198,280,146,134,0.0625,CCL17|SAXO2|DNAH8|FAM30A|LOC101928173|HTR3A|LOC101929272|OVAAL|MMP12|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|FHOD3|FAR2P3///FAR2P2|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|UGT2B17|LILRA3|LTF,MT1M|TFPI2|TRIM59///IFT80|SUSD5|ADIRF|ZNF257|TCL1B|XK|CHIT1|JCHAIN|CD163|IGLJ3///CKAP2|FCGR3B///FCGR3A|IGHV1-69|COL10A1|KDM5D,0.058252040357659365,0.05789176959278158,0.11533905069943139,0.40128164937234534
199,280,146,134,0.375,HTR3A|SPIC|SYT17|DNER|TCL1A|CTAG2|ZNF711|HLF|CPXM1|FCER2|BEX2|KCCAT333|LOC283454///HRK|DNAH8|C3orf67|MAGEB2,SPIC|MUC16|CILP|CCL17|SOX2-OT|LOC101930415|ZIC2|TRPM4|RGS13|RAB25|LOC100509457///HLA-DQA1|HK3|EML6|UMODL1|COMP|LYPD6B,0.058323729878136304,0.05715665847521308,0.09937902768530416,0.3926449032277293
200,280,146,134,0.125,BTBD16|TNNC1|LOC102724689|AICDA|MYL1|NLRP4|KRT13|XIRP2|FAR2P3///FAR2P2|DNAH8|HLF|LOC283454///HRK|MYOT|C17orf99|RNF183|MYL2,KRT5|FSTL5|MYL1|KDM5D|LYPD6B|HIST1H1B|LMO2|GPM6A|CXCL6|PABPC5|IL13RA2|DNAH8|RASSF6|TCL1B|LOC101927811|KRT6A,0.058254025859464646,0.05700271986497174,0.11104258963155646,0.4149898156987126
201,280,146,134,0.3125,LOC283454///HRK|UMODL1|LOC613266|SPIC|RGS13|FAR2P3///FAR2P2|MMP20|CCL17|LEP|XIST|EYA2|PXDNL|GTSF1|TSIX|JCHAIN|RPS4Y1,CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|NLRP4|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|UHMK1|NPY1R|MAGEB1|SPINK2|FAM111B|NME8|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|ZBTB32|BEX2|SOX2-OT|CXCL6|HSF5|GTSF1,0.05828579732996751,0.05778378274640859,0.10123515676152373,0.4037413399676584
202,280,146,134,0.0625,SFTA2|SDR16C5|SYT17|RGS13|FAM167A-AS1|DHRS9|KCNN3|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|AICDA|IL17RB|LINC01405|MAGEA6///MAGEA3|LOC101928173|LINC00525|NLRP7|TNFRSF17,HLA-DQB1|MMP1|FDCSP|VPREB3|PTPN20|ASMT|DTHD1|LGALS2|MAGEA1|EIF1AY|CTCFL|LINC01405|LOC101930067|MAGEA6|MGST1|VSIG4,0.05834193488111758,0.05788540848738215,0.1025843225468897,0.39467715128153164
203,280,146,134,0.125,SMPX|MYBPC1|ASB5|LILRA4|FHOD3|RSPH1|MYOCD|NMU|MYL2|MYOT|FAM30A|SYT17|CXCL6|MMP12|MAGEA6|EML6,RPS4Y1|HPDL|ZBTB32|EPYC|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|OVAAL|MMP3|HLA-DQB1|PXDNL|PLAC8|EPHA4|ZNF257|HLF|MT1M|NMU|CTTNBP2,0.058269131472823935,0.05700145479687031,0.12702739785294342,0.3950443738287102
204,280,146,134,0.125,LOC283454///HRK|FCER2|FCRLA|FCRL4|HLF|MMP20|BEX2|CKAP2///IGLC1|MAGEA1|LOC105372840|SNX29P1///SNX29P2|WHRN|FSTL5|MMP12|DNAH8|C7orf57,C17orf99|CXCL14|MMP3|COL11A1|IGK///IGKC|ANKRD36BP2|MATN3|MGST1|HTR3A|LTF|LOC102724689|PKHD1L1|CCDC110|AP3D1|LOC100509457///HLA-DQA1|COL9A3,0.05830096461436195,0.058273810866533646,0.11128885873731145,0.40199260921458874
205,280,146,134,0.1875,CRYBA4|LECT2|FAM9C|RSPH1|PROK2|EML6|UMODL1|C17orf99|EYA2|ITIH3|MAGEA6|ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A1|MUC16|LINC01405|DNER|HAGLROS,DNER|PITX1|GOLIM4|LRP1B|S100Z|PCSK1|ABCG5|WISP2|CCL20|KDM5D|SDR16C5|LOC105374042|HLA-DQB1|PKHD1L1|HTR3A|ZIC2,0.05826748845257968,0.05615273078716086,0.11229944544189621,0.39112436578711224
206,280,146,134,0.1875,ASZ1|FCER2|CSRP3|CAMP|EML6|HBB|LILRA4|MYL1|SPRR1B|JCHAIN|FDCSP|RASSF6|CCR10|KRT5|KCCAT333|MYOCD,SPIC|EPYC|CA3|CILP|EPHB1|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|PDGFRL|KRT13|MAGEA9B///MAGEA9|PLAC8|GOLIM4|MAL2|FSTL5|SOX9|SPRR1B|ICOS,0.05831755535863911,0.05659509486604112,0.10329793319647347,0.42164597898416356
207,280,146,134,0.1875,ZNF385B|UMODL1|IL12B|CD1C|KRT13|SPRR1B|SNORD3D///SNORD3C///SNORD3B-2///SNORD3A///SNORD3B-1|DHRS9|LOC102724689|KRT5|LOC105375172|LILRA3|DNER|RGS13|NLRP7|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH,KRT6A|EPCAM|ZIC2|NLRP11|S100Z|NLRP4|MYOCD|TSIX|HTR3A|MAGEA1|SFTA2|IGHD|COL9A3|LRP1B|LOC101929272|DNER,0.05825373784628389,0.056912761445298776,0.10795196041041287,0.38652848581642785
208,280,146,134,0.3125,SLN|CSRP3|MYL2|MYL1|UMODL1|IL12B|LOC283454///HRK|SMPX|SPIC|FAR2P3///FAR2P2|KIAA0226L|CCDC110|RGS13|GPM6A|KCCAT333|XIRP2,EPHB1|LOC100653057///CES1|GPAT2|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|AICDA|HMCN1|HLA-DQB1|LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1|CXCL14|S100A8|PXDNL|ARL14|C15orf48|DPEP2|EYA2|SDR16C5,0.058251339145641574,0.05662653549533677,0.11047500723978236,0.4093869495654602
209,280,146,134,0.1875,EYA2|LAMP5|MUC16|LIPI|LRRN1|LOC105375172|EPHB1|TCL1A|DNER|KCNN3|LOC100653057///CES1|UMODL1|IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1|CCL17|MMP3|SMPX,RNF128|DNAH8|ZNF257|HAGLROS|GOLIM4|FCRL4|CILP|FCGR3B///FCGR3A|SPINK2|SOX2-OT|ASZ1|AP3D1|LINC00525|CTGF|MAL2|COL9A3,0.05828757731166727,0.05750287271190991,0.11447081076699005,0.38950353284249534
210,280,146,134,0.25,CAMP|CTAG2|BEX2|GJB2|ASB5|SPIC|IGK///IGKC|JCHAIN|IL12B|MUC16|CTAG1A///CTAG1B|LOC100134317///LOC284412|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|CCR6|CPXM1|DNAH8,IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|PRCAT47|ASB5|GTSF1|CLGN|XK|IGLJ3///IGLV@///IGLC1|NTS|LOC440864///MSH6|PPBP|COMP|COL11A1|HIST1H3B|FCGR3B///FCGR3A|PNMAL1,0.05831159145736034,0.056783086440126515,0.10893292668215623,0.399996740190331
211,280,146,134,0.1875,GPR158|LOC283454///HRK|HLF|CRYBA4|UMODL1|BTBD16|ITIH3|PITX1|IGKV1OR2-108|OLFM4|DNER|CCL17|CCDC110|EYA2|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|BIK,PABPC5|CHIT1|SERPINA9|UGT2B17|LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1|MAGEA4|RPS4Y1|NLRP11|KRT6A|SFRP4|ANKRD36BP2|LOC102724689|TRIM59///IFT80|SYT17|IL22RA2|NPY1R,0.05824988191109854,0.05754123118671113,0.10455206711052661,0.394105833219588
212,280,146,134,0.25,IGHV1-69|LOC105372840|HEPACAM2|UMODL1|CCL17|KCNK12|CCL22|ZNF711|RAB25|MMP3|EYA2|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|TCL1A|CXCL8|LOC283454///HRK|DAPL1,COL11A1|S100Z|TRPM4|MAGEB1|AICDA|ADIPOQ|SUGCT|LOC101927811|DAPL1|SOX2-OT|KCNH8|C3orf67|LINC00525|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|PSMA8|SFRP2,0.05832253127725438,0.05846521912192354,0.10627173110525026,0.39159111862171714
213,280,146,134,0.4375,MYOT|CCL17|EML6|LOC283454///HRK|SFTA2|PPBP|LOC613266|RGS13|DNER|KCCAT333|COL11A1|TCL1A|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|HBA2///HBA1|VPREB3|CTAG2,SUGCT|FDCSP|LHX8|IL13RA2|PLA2G2D|ZNF883|MIS18BP1|RASSF6|CAMP|LRRN1|ZNF257|LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1|FSTL5|TCL1A|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|ZPBP2,0.05832475220448004,0.059610291292929524,0.10908407560699519,0.41856367031807434
214,280,146,134,0.4375,LOC105375172|LOC283454///HRK|MUC16|TCL1A|EPHB1|KCCAT333|RGS13|FDCSP|LOC101930114|LOC101928173|MMP20|C17orf99|RASSF6|MMP3|UMODL1|DNER,SPAG16|C2CD4A|ORM1|ANKRD36BP2|C3orf67|SCARA5|MAGEA1|LOC105372840|LEP|LOC100509457///HLA-DQA1|KCNK12|VPREB3|LIN28B|PPBP|COL10A1|MAL2,0.05832075291239197,0.05772512790829611,0.10428937521190247,0.40196126052468484
215,280,146,134,0.125,CSRP3|MYL2|TNNC1|UMODL1|MAL2|MYOCD|PXDNL|BIK|SDR16C5|LGALS2|CCL17|CLIP2|SCARA5|SMPX|HEPACAM2|LRRN1,TNNC1|ZNF385B|MAGEA6///MAGEA3|PLA2G2A|MMP12|HLA-DQA1|EPCAM|SMPX|IL17RB|PKHD1L1|KRT5|IGSF11|BIK|KCNN3|PTPN20|KRT13,0.058276419297447854,0.05771412065891669,0.11438222115765247,0.4097628145985568
216,280,146,134,0.3125,CA3|DSCR8|LGSN|NMU|BTBD16|SPIC|TCL1B|EPHB1|TCL1A|LOC283454///HRK|H2AFB1///H2AFB2///H2AFB3|MMP20|MUC16|INA|CSAG2///CSAG3|MMP7,TRPM4|TCL1A|KLRC2///KLRC1|MAGEB1|ABCG5|ZNF883|PCSK1|MGST1|LINC01021|SNX29P1///SNX29P2|MAGEA6|MYOCD|SFTA3|ADIRF|LOC101930415|KRT13,0.05825799297446914,0.05582688419751107,0.1299011954738784,0.40927435981684773
217,280,146,134,0.3125,TCL1B|EYA2|SUSD5|TCL1A|UMODL1|HLA-DQA1|BTBD16|FCRL4|LILRA3|LOC105375172|COL11A1|SYT17|LOC100653057///CES1|HLF|RNF183|DNER,IYD|SPIC|NME8|TMEM158|NMU|CXCL14|EPCAM|LINC01021|KLHL13|MMP1|FAM111B|S100Z|MMP3|GPAT2|MFAP4|SMC3,0.05826790614096777,0.056894098206596314,0.11113230941802249,0.4106404495085377
218,280,146,134,0.125,JCHAIN|UGT2B17|DNAH8|SPRR3|CCR10|FHOD3|CAMP|TRPM4|HEPACAM2|CD1C|TCL1A|STXBP6|HTR3A|MAGEA1|VPREB3|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1,KRT5|SFTA3|GJB2|LOC102724689|PTPN20|LOC100134317///LOC284412|MMP20|FOSB|SCARA5|NPY1R|CD163|PRAME|CLIP2|LOC613266|TRIM59///IFT80|LYPD6B,0.05830852036705381,0.05774384304069678,0.09575705196518085,0.39451950112947315
219,280,146,134,0.0625,PITX1|LINC01405|S100A2|MYOT|PPBP|SDR16C5|MMP13|LOC101930114|MAGEA6///MAGEA3|HLF|HEPACAM2|PSMA8|KRT13|LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1|EPHA4|KCCAT333,IYD|SPINK2|LOC283454///HRK|SFRP4|CD163|PDGFRL|HSF5|LOC100509457///HLA-DQA1|KRT5|LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1|SHISA8|MAGEA9B///MAGEA9|SPAG16|CTAG1A///CTAG1B|RNF183|CXCL14,0.05828890052330353,0.0582478966251251,0.1052326589056128,0.4116188351384014
220,280,146,134,0.1875,ZNF711|LOC283454///HRK|HTR3A|DTX1|UGT2B17|FAR2P3///FAR2P2|FCER2|CENPV|SYT17|BIK|FAM167A-AS1|DNER|PITX1|UMODL1|LOC101928524|ASZ1,HTR3A|SNX29P1///SNX29P2|ZNF711|ZYG11A|ZNF385B|GJB6|CCDC110|ZPBP2|LOC100130744|MSTN|XK|KCCAT333|RNF128|NRG4|GJB2|MMP1,0.0583230854625719,0.05660494595942955,0.1020965568106,0.3926527937436236
